Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
AT3G15460	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.57E-19		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G32940	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	9.51E-19		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G19970	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.21E-18		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G37900	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.64E-18		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G13100	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	8.10E-17		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G31800	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.27E-16		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G62960	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.25E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G40130	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.59E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G30530	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.04E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G15357	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	5.66E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G08050	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	7.32E-15		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G21890	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	9.27E-14		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G02990	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.89E-11		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G12120	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.56E-10		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G78780	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.29E-09		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G24090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.67E-08		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G49560	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.72E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G20142	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	6.36E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G64870	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	8.03E-07		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G46890	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.91E-06		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G46600	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.30E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G45340	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.48E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G24140	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	1.73E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G11210	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.11E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G06710	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	7.20E-05		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G42150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	2.75E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G28460	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	3.89E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G09570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	4.05E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G18253	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	4.63E-04		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G23270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.001029052		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G70270	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.001800444		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G49920	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.002784839		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G05490	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.003133388		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G54060	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.003281378		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G51451	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.003582376		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G10400	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.003614853		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G15625	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.009115711		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G14368	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.013098261		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G02405	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.01614122		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G28560	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.018056739		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G03295	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.021247466		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G57380	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.026528489		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G51240	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.027909938		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G24520	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.029508609		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G05655	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.031502094		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G05858	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.032871378		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G10986	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.033049386		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G03670	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	1.9	0.034352824		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G57150	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.39E-85		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G23810	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.07E-84		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G15770	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.68E-66		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G57660	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	2.30E-62		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G06110	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.50E-60		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G05060	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	2.89E-60		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G36580	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	3.60E-58		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G40140	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	8.78E-58		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G06720	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	3.86E-54		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G62440	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.29E-54		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G16810	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.98E-53		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G10450	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.22E-52		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G28600	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.00E-49		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G27840	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.56E-48		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G60030	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.83E-47		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G19020	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	2.63E-46		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G38720	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	5.47E-45		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G54570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.71E-43		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G22500	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	3.65E-42		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G76580	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	3.97E-42		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G29320	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	8.76E-42		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G64550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	4.08E-38		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G13260	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	9.52E-37		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G22100	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	6.95E-34		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G12220	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	6.80E-33		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G34910	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	2.63E-32		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G02870	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.54E-30		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G62570	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.77E-29		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT3G44550	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	8.74E-29		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G36090	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	5.04E-28		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT2G21130	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	7.71E-28		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT4G11280	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.31E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G63250	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	2.89E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT1G55040	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	5.61E-25		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
AT5G33290	Arabidopsis thaliana	E-GEOD-63406	'exposed to 10 degree Celsius; gemin2 mutant; 24 hour' vs 'control; gemin2 mutant' .foldChange	PECO:0007174	2	1.66E-24		biolink:increases_expression_of	9 days old		whole plant	PO:0000003	gemin2 
